Path,DSMdv,LC3,Avinf,Lcdate,TOF
368,0.002,160.405,14.662,2032-08-05,7.98
368,0.071,146.707,14.765,2032-08-29,9.84
368,0.075,218.051,14.081,2033-10-21,12.41
368,0.071,153.939,16.557,2034-09-24,13.51
368,0.097,132.245,15.816,2032-09-30,13.82
368,0.098,170.518,13.092,2032-10-10,13.73
368,0.053,145.218,14.779,2039-11-23,12.84
368,0.098,203.578,22.528,2037-12-07,10.34
368,0.0,153.126,8.473,2036-11-20,10.59
368,0.1,181.253,17.012,2039-11-05,10.7
368,0.094,224.032,15.701,2032-10-10,11.2
368,0.099,143.613,10.502,2034-09-26,13.19
368,0.098,163.549,12.831,2034-09-08,13.07
368,0.092,140.174,8.966,2038-11-12,14.55
368,0.092,157.542,8.51,2035-10-27,12.86
368,0.081,112.962,17.548,2037-12-11,14.62
368,0.004,198.711,20.676,2036-11-20,13.93
368,0.097,188.758,15.964,2031-10-16,14.48
368,0.087,152.076,22.932,2034-10-14,13.07
368,0.054,113.535,17.218,2031-08-17,12.13
368,0.049,192.453,17.94,2035-09-09,12.5
368,0.076,114.314,17.854,2031-08-17,12.15
368,0.078,203.881,14.881,2036-09-19,13.08
368,0.078,172.332,13.473,2036-11-04,12.99
368,0.092,142.462,17.624,2034-09-24,9.74
368,0.003,135.517,24.93,2034-09-22,10.23
368,0.031,146.737,13.379,2038-12-02,14.03
368,0.005,136.675,8.822,2038-12-04,10.09
368,0.026,206.622,15.584,2038-10-29,13.74
368,0.088,137.802,18.139,2036-11-04,11.44
368,0.094,224.651,22.718,2038-12-24,14.36
368,0.066,170.951,14.991,2031-08-23,12.28
368,0.093,202.098,15.667,2037-12-07,10.15
368,0.093,154.408,14.146,2033-10-07,14.24
368,0.094,151.724,11.86,2034-10-14,14.88
368,0.045,223.996,16.946,2039-11-25,12.23
368,0.079,136.79,21.292,2036-10-25,13.34
368,0.094,120.054,6.439,2039-12-15,13.99
368,0.095,156.618,11.675,2037-11-15,14.75
368,0.068,186.663,12.131,2034-11-03,14.45
368,0.01,147.217,12.894,2033-10-07,12.78
368,0.051,133.42,20.537,2034-09-22,9.96
368,0.006,123.127,20.707,2032-08-25,12.47
368,0.006,163.714,15.168,2032-08-03,7.93
368,0.064,167.471,15.582,2032-08-29,13.72
368,0.082,220.9,17.324,2038-12-24,9.45
368,0.032,148.165,14.128,2034-09-22,8.48
368,0.002,188.724,19.733,2036-11-20,9.0
368,0.072,120.955,18.756,2032-08-25,11.4
368,0.065,203.603,14.917,2037-10-10,14.25
368,0.033,172.565,8.275,2035-10-03,13.1
368,0.095,132.309,12.855,2031-08-19,11.84
368,0.097,207.752,12.476,2032-10-10,14.74
368,0.087,128.973,24.866,2039-12-07,13.47
368,0.004,150.122,8.302,2032-08-11,8.78
368,0.078,179.255,19.379,2038-10-31,14.59
368,0.098,194.71,6.576,2037-11-11,9.91
368,0.09,135.955,17.72,2033-09-27,14.56
368,0.094,223.506,13.183,2039-10-28,7.25
368,0.097,217.697,15.957,2033-09-15,14.74
368,0.018,158.48,22.861,2031-09-06,8.02
368,0.096,158.738,12.172,2033-08-26,14.03
368,0.004,215.617,18.91,2036-09-21,9.27
368,0.097,135.33,17.744,2033-09-29,14.58
368,0.033,156.524,8.591,2038-11-12,14.84
368,0.069,164.223,18.79,2031-09-06,10.76
368,0.087,210.236,12.816,2033-10-25,12.71
368,0.034,132.405,9.063,2033-10-11,14.31
368,0.095,143.388,13.604,2032-08-19,11.07
368,0.071,208.445,12.528,2032-08-25,10.59
368,0.098,194.29,13.482,2038-11-22,14.06
368,0.013,131.911,20.206,2038-11-22,11.71
368,0.055,144.53,9.528,2034-10-12,14.4
368,0.001,132.96,15.448,2032-10-10,13.93
368,0.001,136.435,12.103,2034-11-03,14.89
368,0.047,182.864,11.357,2036-11-18,12.73
368,0.088,166.644,12.77,2033-10-07,7.09
368,0.096,141.417,12.068,2032-08-23,14.93
368,0.069,179.989,13.738,2035-10-29,10.94
368,0.092,212.446,12.578,2034-08-23,14.65
368,0.012,132.97,16.287,2037-11-15,14.64
368,0.099,133.721,14.067,2039-12-13,12.66
368,0.099,140.637,17.703,2037-11-21,14.62
368,0.09,210.716,18.741,2031-07-06,12.3
368,0.019,138.55,17.713,2035-10-25,12.03
368,0.098,160.327,14.826,2038-11-08,13.78
368,0.047,173.162,12.063,2031-09-26,14.7
368,0.096,173.569,12.854,2035-09-23,11.2
368,0.01,113.548,17.982,2031-08-17,8.51
368,0.066,133.76,16.407,2036-10-29,11.15
368,0.095,160.192,10.996,2035-10-03,12.76
368,0.007,171.509,15.12,2035-10-03,8.27
368,0.096,207.724,8.617,2039-01-13,14.66
368,0.099,173.049,12.634,2034-09-02,13.09
368,0.082,127.233,18.097,2034-10-02,9.74
368,0.098,171.745,11.48,2032-08-03,13.93
368,0.074,164.081,10.831,2035-11-16,11.33
368,0.045,147.596,12.194,2037-10-26,14.86
368,0.066,144.892,12.0,2032-09-24,13.81
368,0.099,176.839,16.412,2034-09-22,9.59
368,0.098,153.631,12.821,2035-11-06,11.03
368,0.095,211.32,14.717,2035-09-25,14.43
368,0.068,144.987,11.376,2036-10-19,12.82
368,0.099,218.135,16.853,2034-11-03,13.22
368,0.006,223.65,11.37,2034-12-13,14.61
368,0.09,185.622,16.549,2038-10-25,11.57
368,0.098,132.004,15.231,2032-10-12,13.98
368,0.079,119.175,20.961,2032-08-29,7.3
368,0.061,161.858,15.076,2036-10-29,9.77
368,0.071,179.103,20.522,2038-11-12,9.52
368,0.088,194.38,15.803,2037-10-26,14.7
368,0.099,146.714,8.02,2039-01-07,14.92
